County,Facility Name,Facility Address,City,Is the pool indoor or outdoor,Pool Size_sf,Pool Volume_gal
WARREN,Springhill Suites by Marriott,"9365 Waterstone Blvd, 45249",Cincinnati,INDOOR,351,9872
WARREN,Springhill Suites by Marriott,"9365 Waterstone Blvd, 45249",Cincinnati,INDOOR,351,9872
CINCINNATI CITY,Homewood Suites by Hilton,"4605 Factory Colony Lane, 45209",Cincinnati,INDOOR,655,9818
COLUMBUS CITY,Baymont Inn & Suites,4240 International Gwy,Columbus,OUTDOOR,100000,9800
COLUMBUS CITY,Holiday Inn,"5495 Maxwell PL, 43228",Columbus,INDOOR,326,9780
CLARK,Red Roof Inn,"155 West Leffel Lane, 45506",Springfield,INDOOR,325,9724
SUMMIT,University Park YMCA,"477 E. Market, 44304",Akron,INDOOR,240,9653
WARREN,Long Cove Community Center,5500 Winding Cape Way,Mason,OUTDOOR,1189,9629
HAMILTON,Hilton Garden Inn/Pool,"5300 Cornell Rd, 45242",Blue Ash,INDOOR,339,9534
WARREN,Holiday Inn Express Hotel & Suites,"5100 Natorp Blvd, 45040",Mason,INDOOR,339,9534
COLUMBUS CITY,Meridan Bldg. #8,"1401 Aschinger Blvd, 43212",Columbus,OUTDOOR,363,9529
FRANKLIN,Courtyard by Marriott/New,"5211 Forest Dr., 43054",New Albany,INDOOR,320,9500
WARREN,Settlers Walk HOA- Wading,"520 Settlers Walk Blvd, 45066",Springboro,OUTDOOR,1001,9360
WOOD,Kingston Rehabilitation,"345 E. Boundary, 43551",Perryburg,INDOOR,330,9313
COLUMBUS CITY,Lennox Flats,"1721 Globe St., 43212",Columbus,OUTDOOR,360,9300
WAYNE,Christmas Run Wading Pool,"680 N. Grant St, 44691",Wooster,OUTDOOR,1380,9290
BUTLER,Courtyard by Marriott,6250 Muhlhauser Rd,West Chester,INDOOR,317,9112
CUYAHOGA,Cumberland Wading Pool,"1740 Cumberland Rd, 44118",Cleveland Hts.,OUTDOOR,1619,9107
COLUMBUS CITY,Courtyard by Marriot @ Easton,"3900 Morse Crossing, 43219",Columbus,INDOOR,304,9095
BELMONT,Candlewood Suites,67689 Mall Ring Road,St Clairsville,OUTDOOR,283,9053
CINCINNATI CITY,Dempsey Pool,956 Purcell Ave,Cincinnati,OUTDOOR,800,9000
CRAWFORD,Bucyrus City - Aumiller Park Baby Pool,Aumiller Park,Bucyrus,OUTDOOR,900,9000
MUSKINGUM,Wolfies Campground,"101 Buckeye Dr, 43701",Zanesville,OUTDOOR,336,9000
NEW PHILADELPHIA,Colonial Estates Homeowners Assoc.,"1298 3rd St NE, 44663",New Philadelphia,OUTDOOR,2236,9000
COLUMBUS CITY,West Central Training Ctr,"1481 W. Town St., 43222",Columbus,INDOOR,600,8976
CLEVELAND CITY,Luke Easter Slide- Wading Pool,3165 Martin Luther King Jr. Dr.,Cleveland,OUTDOOR,1350,8900
SENECA,Independence House,"1000 Independence Rd, 44830",Fostoria,INDOOR,330,8850
WARREN,Brookside Pool,780 Snider Rd,Mason,INDOOR,326,8820
CUYAHOGA,Courtyard By Marriott Pool,"3695 Orange Pl, 44122",Orange Village,INDOOR,289,8800
CUYAHOGA,Aloft Beachwood,"1010 Eaton Blvd, 44122",Beachwood,INDOOR,312,8775
COLUMBUS CITY,Springhill Suites,1421 Olentangy River Rd,Columbus,INDOOR,291,8730
COLUMBUS CITY,Springhill Suites,"1421 Olentangy River Rd, 43212",Columbus,INDOOR,291,8730
LAKE,Best Western Lawnfield Inn,"8434 Mentor Ave, 44060",Mentor,OUTDOOR,288,8600
CLEVELAND CITY,United Cerebal Palsy,10011 Euclid Ave,Cleveland,INDOOR,135,8500
CUYAHOGA,Foster Pool - Wading,"14526 Lake Ave, 44107",Lakewood,OUTDOOR,1134,8500
LORAIN,Fairfield Inn & Suites,"39050 Colorado Ave, 44011",Avon,INDOOR,308,8500
SUMMIT,Cambria Suites,"1787 Thorn Dr., 44685",Green,INDOOR,284,8500
HOLMES,Loudonville Wading Pool,"7725 TR 455, 44842",Loudonville,OUTDOOR,900,8437
CUYAHOGA,Gilmour Academy - Small Pool,"34001 Cedar Rd, 44040",Gates Mills,INDOOR,443,8400
MONTGOMERY,Comfort Suite,"5220 Huberville Ave, 45431",Dayton,INDOOR,278,8340
MONTGOMERY,Comfort Suites,"5220 Huberville Ave, 45431",Dayton,INDOOR,278,8340
WARREN,Nantucket II,"3569 Nantucket Circle, 45140",Loveland,OUTDOOR,530,8285
WARREN,Nantucket II,3569 Nantucket Circle,Loveland,OUTDOOR,530,8285
WAYNE,Orrville City Wading Pool,"400 N. Elm St., 44667",Orrville,OUTDOOR,875,8228
COLUMBUS CITY,Comfort Suites,"70 Chris Perry Lane, 43213",Columbus,INDOOR,276,8200
CLEVELAND CITY,Courtyard by Marriot,"2021 Cornell Rd, 44106",Cleveland,INDOOR,288,8100
ERIE,Kingston of Vermilion,"4210 Telegraph Lane, 44089",Vermilion,INDOOR,300,8085
COLUMBUS CITY,Olympic Swim Club Inc.,3973 Indianola Ave,Columbus,OUTDOOR,96600,8055
BUTLER,Lakota Family YMCA,6703 Yankee Rd,Middletown,INDOOR,540,8000
CLEVELAND CITY,Club Pool,127 Public Square,Cleveland,INDOOR,1148,8000
CLEVELAND CITY,Cleveland Marriott Society,"127 Public Square, 44114",Cleveland,INDOOR,360,8000
COLUMBUS CITY,Spring Creek Apts,"5811 Spring Run Dr., 43229",Columbus,INDOOR,250,8000
COLUMBUS CITY,Spring Creek Apts,"5811 Spring Run Dr, 43229",Columbus,INDOOR,250,8000
TRUMBULL,Days Inn & Suites,"1615 East Liberty St., 44420",Girard,INDOOR,275,8000
TRUMBULL,Days Inn & Suites,"1615 East Liberty St., 44420",Girard,INDOOR,275,8000
CINCINNATI CITY,Mt. Washington pool,"1715 Beacon St., 45230",Cincinnati,OUTDOOR,700,7875
WARREN,Quality Inn,"15 Sharts Rd, 45066",Springboro,INDOOR,300,7875
KENT CITY,Kent State University Hotel & Conference Center,"215 S Depeyster St, 44240",Kent,INDOOR,294,7718
CANTON CITY,Fairfield Inn & Suites,4025 Greentree Ave SW,Canton,INDOOR,300,7680
CLEVELAND CITY,Luke Easter Slide - Special Use,3165 Martin Luther King Jr. Dr.,Cleveland,OUTDOOR,264,7600
MIAMI,Upper Valley Medical Center,"998 S. Dorset, 45373",Troy,INDOOR,192,7550
WARREN,Americas Best Inn,4110 State Route 42,Mason,INDOOR,572,7510
WARREN,Quality Inn & Suites,"4110 State Route 42, 45040",Mason,INDOOR,572,7510
DEFIANCE,Mercy Defiance Clinic Therapy,1400 East Second St.,Defiance,INDOOR,240,7500
BUTLER,Annex Lounge Pool,"1562 Magnolia Drive, 45056",Oxford,OUTDOOR,566,7495
HANCOCK,Quality Inn,"1020 Interstate Ct, 45840",Findlay,OUTDOOR,435,7415
NORWOOD CITY,Marriott Courtyard Midtown,"3813 Edwards Rd, 45209",Norwood,INDOOR,360,7400
FRANKLIN,Southwest Comm Center YMCA Indoor Wading,"3500 First Ave, 43123",Urbancrest,INDOOR,522,7321
COLUMBUS CITY,Fairfield Inn & Suites,"5520 Maxwell Pl, 43228",Columbus,INDOOR,256,7200
CUYAHOGA,Chagrin Rec Ctr- Wading,"400 E. Washington St., 44022",Chagrin Falls,OUTDOOR,800,7200
TUSCARAWAS,Dover City Pool,"3000 Tremont St., 44622",Dover,OUTDOOR,228000,7100
COLUMBUS CITY,Family Garden,"1777 E. Broad Street, 43203-2040",Columbus,OUTDOOR,1160,7090
FAIRFIELD,Tiki Pool,"1475 Tiki Lane, 43130",Lancaster,OUTDOOR,738,7000
HARDIN,Forest Baby Pool,"412 S. Mary St., 45843",Forest,OUTDOOR,551,7000
HURON,Williard Municipal Pool,"561 W. Laurel St., 44890",Williard,OUTDOOR,907,6806
WARREN CITY,Warren Olympic Club Pool #2,"3961 Tod Ave, NW, 44485",Warren,OUTDOOR,798,6800
CINCINNATI CITY,Ryan Pool,"2856 Fischer Place, 45211",Cincinnati,OUTDOOR,600,6750
GALION CITY,Heise Park Wading Pool,"Heise Park Lane, 44833",Gailon,OUTDOOR,720,6750
GALLIA,Gallipolis Municipal Wading Pool,2501 Ohio Ave,Gallipolis,OUTDOOR,600,6732
GALLIA,Gallipolis Municipal Wading Pool,"2501 Ohio Ave, 45631",Gallipolis,OUTDOOR,600,6732
GEAUGA,Berkshire Hills Swim Club,9760 Mayfield Rd,Chesterland,OUTDOOR,600,6732
MARION,Brookside Pool,"800 Somerlot-Hoffman Rd, 43302",Marion,OUTDOOR,600,6732
PAULDING,Woodbridge Campground,"8656 Rd 137, 45879",Paulding,OUTDOOR,600,6700
FAYETTE,Fairfield Inn and Suites,11349 Allen Rd,Jeffersonville,INDOOR,250,6694
LICKING,Cherry Valley Lodge Water Park,"2299 Cherry Valley Rd, 43055",Newark,INDOOR,362,6564
CINCINNATI CITY,Filson Pool,"461 Ringgold St., 45210",Cincinnati,OUTDOOR,875,6563
PUTNAM,Leipsic Municipal Wading Pool,"245 S. Orchard Dr., 45856",Leipsic,OUTDOOR,1150,6500
NEW PHILADELPHIA,Tuscora Park Kiddie Pool,"161 Tuscora Ave NW, 44663",New Philadelphia,OUTDOOR,441,6405
WYANDOT,Carey Wading Pool,"202 Worello St., 43316",Carey,OUTDOOR,832,6240
CUYAHOGA,Cuyahoga Hts Muni -Wading,"4863 E. 71 St., 44125",Cuyahoga Hts,OUTDOOR,990,6190
CINCINNATI CITY,Oakley Aquatic Center,"3900 Paxton Ave, 45209",Cincinnati,OUTDOOR,800,6100
MARION,"Marion Area Physical Therapy Services, MIPA","1069 Delaware Ave, 43302",Marion,INDOOR,200,6100
PORTAGE,Hattie Larlham,"9772 Diagonal Rd, 44255",Mantua,INDOOR,350,6100
CINCINNATI CITY,Gamble Nippert YMCA,"3159 Montana Ave, 45211",Cincinnati City,OUTDOOR,1047,6058
CINCINNATI CITY,Bond Hill Pool,"1580 Yarmouth Ave,45237",Cincinnati,OUTDOOR,800,6000
CINCINNATI CITY,Bush Pool,"2640 Kemper Ln, 45206",Cincinnati,OUTDOOR,800,6000
CINCINNATI CITY,Millvale Pool,"3303 Beekman St., 45225",Cincinnati,OUTDOOR,800,6000
CINCINNATI CITY,Pleasant Ridge Pool,"5915 Ridge Rd, 45213",Cincinnati,OUTDOOR,800,6000
COLUMBUS CITY,Meadow View,"3300 W. Dublin Granville Rd, 43235",Columbus,INDOOR,480,6000
MERCER,Bryson Wading Pool,"801 W. Market St., 45822",Celina,OUTDOOR,1575,6000
CINCINNATI CITY,Madisonville Pool,"5320 Stewart Ave, 45227",Cincinnati,OUTDOOR,800,5984
LAKE,Manry Park (W),"Manry Park, 44095",Willowick,OUTDOOR,500,5984
CUYAHOGA,Easthaven at the Village - Outdoor,"26900 Amhearst Circ, 44122",Beachwood,OUTDOOR,245,5925
SHELBY,Jackson Center Pool - Spray Park,"800 E. Pike St., 45334",Jackson Center,OUTDOOR,4406,5883
SPRINGDALE CITY,Springdale Community Ctr,"11999 Lawnview Ave, 45246",City of Springdale,OUTDOOR,600,5870
LICKING,Heath Municipal Pool Baby,"1287 Hebron Rd,43056",Heath,OUTDOOR,1040,5855
PORTAGE,Econo Lodge- Brimfield,"4386 St. Rt. 43, 44240",Kent,INDOOR,23559,5850
DARKE,Greenville City Park Swimming,"City Park, 45331",Greenville,OUTDOOR,768,5760
ERIE,Best Western Sandusky Hotel & Suites,"6011 Milan Rd, 44870",Sandusky,INDOOR,192,5760
ERIE,LA Quinta - Wading Pool,"3304 Milan Rd, 44870",Sandusky,OUTDOOR,192,5760
NILES CITY,Waddell Park Pool (Secondary),Waddell Park,Niles,OUTDOOR,600,5625
CINCINNATI CITY,Camp Washington Pool,"1201 Stock St., 45225",Cincinnati,OUTDOOR,741,5600
LAKE,YMCA Lake County Family Ctr (W),"4540 River Rd, 44081",Perry,OUTDOOR,625,5600
SUMMIT,Griffiths Park Swim Club,"6571 Cleveland-Massillon Rd, 44216",Clinton,OUTDOOR,540,5600
LAKE,Pinegate Homeowners Assn (W),"6301 Gatewood Dr, 44060",Mentor,OUTDOOR,491,5500
JEFFERSON,Warren Twp Memorial Park Pool,Williams St.. 43963,Tiltonsville,OUTDOOR,625,5400
LAKE,The Kirtland Country Club (W),"39438 Kirtland Rd, 44094",Willoughby,OUTDOOR,476,5355
LUCAS,Laurel Hills Swim Club-Wading,2222 Cass Rd,Toledo,OUTDOOR,707,5300
SENECA,Fostoria Municipal Baby Swimming Pool,"549 River St., 44830",Fostoria,OUTDOOR,600,5267
CINCINNATI CITY,Hartwell Pool,"8275 Vine St., 45216",Cincinnati,OUTDOOR,700,5250
MADISON,London Municipal Pool 4-Baby Pool,"203 Park Ave, 43140",London,OUTDOOR,691,5187
WAYNE,Orrville YMCA Special Use Pool,"1801 Smucker Rd, 44667",Orrville,INDOOR,345,5170
CINCINNATI CITY,Maketewah Country Club,"5401 Reading Rd, 45237",Cincinnati,OUTDOOR,459,5163
PREBLE,Lakengren Property Owners Assn. (Wading),"75 Fiord Dr., 45320",Eaton,OUTDOOR,851,5100
WARREN,Riverwalk Homeowners Assoc.,"4965 Riverwalk Dr, 45034",Kings Mills,OUTDOOR,450,5063
CUYAHOGA,Bexley Park Muni - Wading,"4149 Temple Rd, 44121",S. Euclid,OUTDOOR,600,5049
BUTLER,Rolling Hills Swim & Tennis Club,5565 Kingsbury Rd,Fairfield,OUTDOOR,1200,5000
BUTLER,The Oaks at Woodridge,3800 Woodridge Blvd,Fairfield,OUTDOOR,64,5000
CINCINNATI CITY,Clinton Hills Swim Club,"53 Clinton Springs Ave, 45217",Cincinnati,OUTDOOR,200,5000
COLUMBUS CITY,Central Ohio School of Diving,"2355 W. Dublin Granville Rd, 43235",Columbus,INDOOR,1200,5000
COLUMBUS CITY,Northwest Swim Club,"1064 Bethel Rd, 43220",Columbus,OUTDOOR,350,5000
COLUMBUS CITY,Eastmoor Recreation,"735 Eastmoor Blvd, 43209",Columbus,OUTDOOR,100,5000
CUYAHOGA,University School,"20701 Brantley Road, 44122",Shaker Heights,INDOOR,1875,5000
EAST LIVERPOOL,J. Burchfield Cartwright,"2208 Thompson Park, 43920",East Liverpool,OUTDOOR,1200,5000
FRANKLIN,Carriage Hill Arlington Wading,"1630 Oak Hill Rd, 43220",Upper Arlington,OUTDOOR,50,5000
HAMILTON CITY,Marcum Park,"116 Dayton Street, 45011",Hamilton,OUTDOOR,1375,5000
MORGAN,Burr Oak State Park Swimming Pool,"10660 Burr Oak Lodge Rd, 43756",McConnelsville,INDOOR,1250,5000
NILES CITY,Novacare,"650 Youngstown Warren Rd, 44446",Niles,INDOOR,128,5000
STARK,Shady Hollow Country Club,4865 Wales Rd NW 44646,Massillon,OUTDOOR,675,5000
LICKING,Beechwood Trails Wading Pool,"248 Needles Dr, 43062",Pataskala,OUTDOOR,665,4995
SHELBYCITY,Seltzer Park Wading Pool,"70 Parkwood Dr., 44875",Shelby,OUTDOOR,600,4938
CINCINNATI CITY,Clifton Meadows Swim Club,"4045 Egbert Ave, 45220",Columbus,OUTDOOR,600,4875
UNION,Marysville Swimming Pool - Baby,"510 Parkway Dr., 43040",Marysville,OUTDOOR,800,4875
LAWRENCE,"Grandview Inn & Suites, Inc.","154 Co. Rd. 450, 45680",South Point,OUTDOOR,1080,4800
WILLIAMS,Orchard Hills Wading Pool,10-277 Cty Rd D,Bryan,OUTDOOR,512,4800
MEDINA,Rustic Hills Country Club Wading,"5399 River Styx Rd, 44256",Medina,OUTDOOR,510,4781
MEDINA,Holiday Inn Express Pool,"231 Park Centre, 44281",Wadsworth,INDOOR,144,4676
CUYAHOGA,Huntington Park Estates Wading,"15400 Bryn Mawr Blv, 44136",Strongsville,OUTDOOR,625,4675
ERIE,Plumbrook Country Club- Wading,"3712 Galloway Rd, 44870",Sandusky,OUTDOOR,625,4675
WILLIAMS,Moore Pool Racing,"1017 Oakwood Ave, 43506",Bryan,OUTDOOR,139440,4648
WARREN,Chestnut Hill Community Wading,"4935 Chestnut Hill Dr, 45040",Mason,OUTDOOR,450,4628
WARREN,Shaker Run HOA - Special Use,"1300 Golf Club, 45036",Lebanon,OUTDOOR,615,4612
NEW PHILADELPHIA,Starlight School,"518 Church Ave SW, 44663",New Philadelphia,INDOOR,288,4600
LAKE,Civic Center Pool (W),"8500 Munson Rd, 44060",Mentor,OUTDOOR,981,4587
WOOD,Heritage Corner Health Care,"1069 Klotz Rd, 43402",Bowling Green,OUTDOOR,540,4580
WARREN,Rivers Bend Sports Plex Wading,"144 Winding River Blvd, 45039",Maineville,OUTDOOR,601,4508
Allen,Schoonover Pool- Wading Pool,"728 Findlay Rd, 45801",Lima,OUTDOOR,600,4500
CLERMONT,Miami Trails,"6639 Miami Trails Dr., 45140",Loveland,OUTDOOR,1500,4500
CUYAHOGA,Forest Park Homeowners-Wading,"11610 Park Moss Ave, 44136",Strongsville,OUTDOOR,600,4500
CUYAHOGA,Creative Playrooms,"32800 Solon Rd, 44139",Solon,INDOOR,300,4500
FRANKLIN,Westerville Jaycees Wading Pool,"200 S. Otterbein, 43081",Westerville,OUTDOOR,600,4500
GREENE,Rona Village-Fiarborn Baby Pool,2430 Rona Village Blvd (Rear),Fairborn,OUTDOOR,25,4500
HAMILTON CITY,New London Hills Club Baby Pool,1400 New London Road,Hamilton,OUTDOOR,225,4500
HAMILTON CITY,New London Hills Club Baby Pool,1400 New London Rd,Hamilton,OUTDOOR,225,4500
MAHONING,Poland Swim Club,"6100 Clingan Rd, 44514",Poland,OUTDOOR,600,4500
CLERMONT,Miami Hills Swim & Tennis Club,"1103 Rainbow Tl, 45150",Milford,OUTDOOR,600,4488
HAMILTON,Coldstream Country Club/Wading,"400 Asbury Rd, 45230",Cincinnati,OUTDOOR,250,4488
FRANKLIN,Grandview Heights Municipal Pool Leisure,"1350 Goodale Blvd., 43212",Grandview,OUTDOOR,560,4400
FAIRFIELD,Baltimore Swimming Pool,"240 Summer's Choice Dr., 43105",Baltimore,OUTDOOR,75,4306
CUYAHOGA,Sandpiper Condo HO-Wading,"5551 Highpoint Ct., 44130",Parma,OUTDOOR,574,4305
STARK,Aultman North Medical Center,"6100 Whipple Ave, 44720",North Canton,INDOOR,112,4243
SANDUSKY,Bethesda Therapy Pool,"600 N. Brush St., 43420",Fremont,INDOOR,150,4207
DEFIANCE,Ayersville Wading Pool,"28046 Watson Rd, 43512, 43512",Defiance,INDOOR,560,4200
MEDINA,Clearbrooke Apts.,1430 Clearbrooke,Brunswick,OUTDOOR,1250,4200
FAIRFIELD,Bremen Pool,"248 Angle St., 43107", Bremen,OUTDOOR,300,4165
HANCOCK,Arlington Community Wading Pool,"211 N. Main St., 45814",Arlington,OUTDOOR,400,4160
MIDDLETOWN CITY,Forest Hills Wading Pool,"791 4th Avenue, 45044",Middletown,OUTDOOR,693,4023
MARION,Waldo Swim & Recreation Pool,"275 W. Main St., 43356",Waldo,OUTDOOR,458,4004
COLUMBUS CITY,Enclave Condo Assoc.,"2199 Bethel Rd, 43220",Columbus,OUTDOOR,700,4000
COLUMBUS CITY,Beechcroft Condos,"5714 Beechcroft Rd, 43229",Columbus,OUTDOOR,684,4000
CUYAHOGA,Crowne Plaza Pool,"7230 Engle Rd, 44130",Middleburg Hts,INDOOR,1608,4000
CUYAHOGA,Imperial House Apts,"11900 Edgewater Dr, 44107",Lakewood,OUTDOOR,1440,4000
CUYAHOGA,Colony Club Apts II - Pool,"648 Turney Rd, 44146",Bedford,OUTDOOR,1250,4000
CUYAHOGA,The Meadowood Assn - Special Use,"10901 Gate Post Rd, 44149",Strongsville,OUTDOOR,800,4000
CUYAHOGA,Westlake Montessori - Pool,"26830 Detroit Rd, 44145",Westlake,INDOOR,252,4000
DEFIANCE,Eagle Rock Golf Club Wading Pool,211 Carpenter Rd,Defiance,OUTDOOR,592,4000
HAMILTON,Village of Greenhills/Baby,10 Enfield St.,Greenhills,OUTDOOR,677,4000
LORAIN,Almadien Village Pool,"2075 Serenity Lane, 44053",Lorain,OUTDOOR,800,4000
MARION,Lincoln park Family Aquatic,"879 N. Prospect St., 43302",Marion,OUTDOOR,707,4000
MIDDLETOWN CITY,Wildwood Golf Club Wading Pool,"601 Aberdeen Drive, 45042",Middletown,OUTDOOR,375,4000
NORWOOD CITY,John B Wirth Memorial Pool - Baby Pool,"2605 Harris Ave, 45212",Norwood,OUTDOOR,400,4000
LICKING,Pataskala Municipal Pool,"500 Township Rd, 43062",Pataskala,OUTDOOR,200,3880
MIAMI,Troy Aquatic Park Wading,"460 W Staunton, 45373",Troy,OUTDOOR,600,3871
CUYAHOGA,Solon Muni Wading Pool,"33655 Arthur Rd, 44139",Solon,OUTDOOR,256,3850
MADISON,London Municipal Pool 5- Handicap,"203 Park Ave, 43140",London,OUTDOOR,511,3833
CLARK,Northridge Swim Club,"4530 Ridgewood Rd, 45503",Springfield,OUTDOOR,400,3800
HAMILTON,Wyoming Aquatic Center/Main,"9940 Springfield Pike, 45215",Cincinnati,OUTDOOR,2039,3800
DELAWARE,The Medallion Club Wading,"5000 Club Dr., 43082",Westerville,OUTDOOR,400,3780
LORAIN,East Rec (Kiddie Pool),"1005 Prospect St, 44035",Elyria,OUTDOOR,500,3750
LORAIN,North Rec (Kiddie Pool),"901 Duffy St., 44035",Elyria,OUTDOOR,500,3750
WARREN,Water's Edge - Wading,"4364 South Shore Dr, 45040",Mason,OUTDOOR,500,3750
WOOD,Bradner Village Pool Wading,"Bradner Village Park, 43406",Bradner,OUTDOOR,400,3750
FRANKLIN,Hunters Ridge Comm Rec Ctr,"341 Harrow Blvd, 43230",Gahanna,OUTDOOR,400,3740
PIKE,Pike County Swim Club,"522 East Fifth St,",Waverly,OUTDOOR,400,3740
SCIOTO,Porter Township Community,12063 Gallia Pike,Wheelersburg,OUTDOOR,50,3740
BUTLER,Cedarbrook,5665 Treeside Dr.,Liberty Twp,OUTDOOR,1200,3700
LORAIN,"Red Tail Golf, LLC","4400 Lear Nagle Rd, 44011",Avon,OUTDOOR,400,3700
LORAIN,Stonebridge Creek Homeowners Assn,"2410 Muirwood,44011",Avon,OUTDOOR,400,3700
LORAIN,Stonebridge Village,"2410 Muirwood, 44011",Avon,OUTDOOR,400,3700
MEDINA,Lexington Ridge Wading Pool,"4367 Lexington Ridge Dr., 44256",Medina,OUTDOOR,400,3700
MEDINA,Weatherstone Wading Pool,"1100 Ledgestone Dr., 44281",Wadsworth,OUTDOOR,400,3700
CLERMONT,Lexington Run,"1266 Buglers Sound Cir 45103, 45103",Cincinnati,OUTDOOR,491,3683
MIDDLETOWN CITY,Renaissance Community Wading,"3468 Renaissance Blvd, 45005",Franklin,OUTDOOR,422,3683
CLARK,Springfield Country Club,"2315 Signal Hill Rd, 45504",Springfield,OUTDOOR,270,3645
CUYAHOGA,Scribes & Scribblers Child Dev. Pool,"14101 Uhlin Dr, 44130",Middleburg Hts,OUTDOOR,480,3625
CUYAHOGA,Pleasant Lake Apts-Wading Pool,"10129 South Lake Blvd, 44130",Parma,OUTDOOR,240,3600
LAKE,Madison Country Club (W),6131 Chapel Rd,Madison,OUTDOOR,375,3600
MARION,Marion Country Club,"2415 Crissinger Rd, 43302",Marion,OUTDOOR,375,3600
DELAWARE,Liberty Township/Powell YMCA - Wading Pool,"7798 Liberty Rd, 43065",Powell,OUTDOOR,600,3570
FRANKLIN,Gahanna YMCA Wading Pool,"555 YMCA PL, 43230",Gahanna,OUTDOOR,600,3570
FRANKLIN,Grove City YMCA Wading Pool,"3600 Discovery Dr., 43123",Grove City,OUTDOOR,600,3570
WOOD,Belmont Country Club,"29601 Bates Rd, 43551",Perrysburg,OUTDOOR,477,3570
WILLIAMS,East End Wading Pool,"1400 E. High, 43506",Bryan,OUTDOOR,314,3523
BUTLER,West Chester Village HOA,7877 Village Way,West Chester,OUTDOOR,469,3508
BUTLER,LA Fitness,3312 Princeton Rd,Hamilton,INDOOR,109,3500
CINCINNATI CITY,The Woodlands Apts.,"2800 Temple Ave, 45211",Cincinnati City,OUTDOOR,902,3500
COLUMBIANA,Firestone Park Pool Wading,"338 East Park Ave, 44408",Columbiana,OUTDOOR,736,3500
COLUMBIANA,Firestone Pool - Wading,"333 East Park Ave, 44408",Columbiana,OUTDOOR,736,3500
COLUMBUS CITY,Graceland Owner LLC,"50 Graceland Blvd, 43214",Columbus,INDOOR,90,3500
CUYAHOGA,Clague Park - Wading Pool,"2090 Clague Rd, 44145",Westlake,OUTDOOR,313,3500
FAYETTE,Jeffersonville Pool,42 Colonial Dr.,Jeffersonville,OUTDOOR,314,3500
LORAIN,Landings Wading Pool,"425 Avon Belden Rd, 44012",Avon Lake,OUTDOOR,300,3500
MUSKINGUM,Dillon State Park Wading Pool,"5265 Dillon Hills Dr, 43830",Nashport,OUTDOOR,754,3500
TUSCARAWAS,Cy Young Pool,"591 N. College St., 43832",Newcomerstown,OUTDOOR,400,3500
COLUMBUS CITY,Integrity Physical Therapy,974 Bethel Rd Ste. D,Columbus,INDOOR,9600,3480
CINCINNATI CITY,Losantiville Country Club,"3097 Losantiville Ave, 45213",Cincinnati City,OUTDOOR,462,3465
CLERMONT,Willowbrook RPM1120-14078,"4590 Willowbrook Pt., 45103",Batavia,OUTDOOR,304,3420
JEFFERSON,Toronto Memorial Pool,700 Madison Ave,Toronto,OUTDOOR,8000,3400
MARION,Sunswim Swimming Pool,"Sugar St., 43342",Prospect,OUTDOOR,452,3400
MONTGOMERY,Yankee Trace I Swim & Tennis Center,"9520 Charter Place, 45458",Centerville,OUTDOOR,227,3400
MONTGOMERY,Yankee Trace Swim & Tennis Center,"9520 Yankee Trace Dr, 45458",Centerville,OUTDOOR,227,3400
CUYAHOGA,Deerfield Wood Rec-Wading,"19318 Ridgeline Ct., 44136",Strongsville,OUTDOOR,400,3395
CUYAHOGA,Georgetown of Lyndhurst Condo,"29033 Cedar Rd, 44124",Lyndhurst,OUTDOOR,176,3390
CINCINNATI CITY,Ziegler Pool,"1311 Sycamore St., 45210",Cincinnati,OUTDOOR,450,3375
CINCINNATI CITY,Dickman Pool,"6720 Home City Ave, 45233",Cincinnati,OUTDOOR,300,3375
HAMILTON,Compton Groves Apts./Baby Pool,"1340 Compton Rd, 45231",Cincinnati,OUTDOOR,225,3375
WASHINGTON,Matamoras Municipal Wading Pool,"Grandview Hill Rd, 45767",New Matamoras,OUTDOOR,300,3364
LORAIN,Columbia Hills Country Club,"16200 East River Rd, 44028",Col. Station,OUTDOOR,300,3360
COLUMBUS CITY,Hilltop/Cherry Crk Wading Pool,"600 Fox Ridge St., 43228",Columbus,OUTDOOR,400,3351
MONTGOMERY,Dunsinane Swim and Tennis Club,"600 Spring Valley Pike, 45458",Dayton,OUTDOOR,100,3350
Allen,Spencerville Wading Pool,"501  1/2 N. Broadway St., 45887",Spencerville,OUTDOOR,400,3336
BUTLER,Lakota Hills Swim Club,6565 Seminole Dr.,West Chester,OUTDOOR,300,3300
CLERMONT,Willows Bend,"551 Silverleaf, 45140",Loveland,OUTDOOR,280,3232
FAIRFIELD,Miller Pool,"409 N. Memorial Dr., 43130",Lancaster,OUTDOOR,682,3231
WARREN,Greycliff - Wading,"3373 Greycliff Trail, 45005",Franklin,OUTDOOR,314,3230
CINCINNATI CITY,University of Cincinnati,"2820 Bearcat Way, 45221",Cincinnati,INDOOR,215,3229
